measurement_series,tag_id,series,measurement,distance,mean,variance,success_count,expected_count,latitude,longitude
0,11,1,1,103,11,7,16,16,N6324.4333,E01028.6513
0,11,1,2,94,10,6,29,32,N6324.4333,E01028.6513
0,11,1,3,94,10,5,64,64,N6324.4340,E01028.6512
0,11,1,4,103,11,6,128,128,N6324.4346,E01028.6517
0,11,1,5,94,10,6,253,256,N6324.4358,E01028.6528
0,11,1,6,103,11,5,509,512,N6324.4364,E01028.6537
0,11,1,7,94,10,6,1021,1024,N6324.4367,E01028.6549
0,11,2,1,94,10,5,16,16,N6324.4368,E01028.6553
0,11,2,2,103,11,4,32,32,N6324.4368,E01028.6554
0,11,2,3,112,12,4,64,64,N6324.4370,E01028.6555
0,11,2,4,103,11,4,128,128,N6324.4371,E01028.6556
0,11,2,5,103,11,5,253,256,N6324.4372,E01028.6557
0,11,2,6,94,10,6,512,512,N6324.4371,E01028.6564
0,11,2,7,94,10,5,1024,1024,N6324.4378,E01028.6563
0,11,3,1,103,11,5,16,16,N6324.4383,E01028.6561
0,11,3,2,94,10,4,32,32,N6324.4387,E01028.6558
0,11,3,3,94,10,3,64,64,N6324.4389,E01028.6556
0,11,3,4,94,10,5,128,128,N6324.4392,E01028.6556
0,11,3,5,94,10,6,256,256,N6324.4394,E01028.6554
0,11,3,6,103,11,5,512,512,N6324.4395,E01028.6549
0,11,3,7,103,11,5,1024,1024,N6324.4392,E01028.6541
0,11,4,1,94,10,4,16,16,N6324.4385,E01028.6535
0,11,4,2,94,10,5,29,32,N6324.4385,E01028.6535
0,11,4,3,112,12,4,61,64,N6324.4356,E01028.6520
0,11,4,4,103,11,5,125,128,N6324.4300,E01028.6503
0,11,4,5,103,11,5,256,256,N6324.4209,E01028.6470
0,11,4,6,103,11,5,512,512,N6324.4185,E01028.6459
0,11,4,7,103,11,5,1024,1024,N6324.4161,E01028.6458
0,11,5,1,112,12,4,13,16,N6324.4155,E01028.6459
0,11,5,2,103,11,6,29,32,N6324.4152,E01028.6459
0,11,5,3,112,12,5,61,64,N6324.4147,E01028.6466
0,11,5,4,103,11,5,128,128,N6324.4140,E01028.6477
0,11,5,5,112,12,5,256,256,N6324.4137,E01028.6478
0,11,5,6,112,12,4,512,512,N6324.4138,E01028.6470
0,11,5,7,103,11,5,1024,1024,N6324.4141,E01028.6464
0,11,1,1,84,9,8,13,16,N6324.4315,E01028.6571
0,11,1,2,103,11,6,32,32,N6324.4322,E01028.6573
0,11,1,3,103,11,4,64,64,N6324.4329,E01028.6575
0,11,1,4,103,11,5,128,128,N6324.4336,E01028.6577
0,11,1,5,103,11,5,253,256,N6324.4341,E01028.6577
0,11,1,6,103,11,4,509,512,N6324.4352,E01028.6577
0,11,1,7,103,11,5,1024,1024,N6324.4361,E01028.6566
0,11,2,1,112,12,4,16,16,N6324.4362,E01028.6567
0,11,2,2,103,11,4,32,32,N6324.4362,E01028.6567
0,11,2,3,103,11,4,64,64,N6324.4364,E01028.6569
0,11,2,4,94,10,5,128,128,N6324.4366,E01028.6570
0,11,2,5,94,10,6,256,256,N6324.4369,E01028.6575
0,11,2,6,94,10,6,509,512,N6324.4371,E01028.6579
0,11,2,7,94,10,6,1024,1024,N6324.4372,E01028.6582
0,11,3,1,94,10,9,16,16,N6324.4371,E01028.6583
0,11,3,2,103,11,4,29,32,N6324.4371,E01028.6585
0,11,3,3,103,11,6,64,64,N6324.4371,E01028.6585
0,11,3,4,103,11,4,125,128,N6324.4371,E01028.6584
0,11,3,5,94,10,6,253,256,N6324.4372,E01028.6582
0,11,3,6,94,10,6,512,512,N6324.4374,E01028.6583
0,11,3,7,94,10,6,1024,1024,N6324.4376,E01028.6585
0,11,4,1,94,10,7,16,16,N6324.4376,E01028.6585
0,11,4,2,94,10,3,32,32,N6324.4376,E01028.6585
0,11,4,3,94,10,7,61,64,N6324.4376,E01028.6585
0,11,4,4,103,11,5,125,128,N6324.4376,E01028.6587
0,11,4,5,103,11,5,256,256,N6324.4376,E01028.6589
0,11,4,6,94,10,6,509,512,N6324.4374,E01028.6591
0,11,4,7,103,11,5,1021,1024,N6324.4377,E01028.6584
0,11,5,1,103,11,3,16,16,N6324.4378,E01028.6585
0,11,5,2,103,11,3,29,32,N6324.4378,E01028.6585
0,11,5,3,103,11,4,64,64,N6324.4377,E01028.6586
0,11,5,4,103,11,4,125,128,N6324.4377,E01028.6588
0,11,5,5,103,11,5,253,256,N6324.4378,E01028.6589
0,11,5,6,103,11,5,506,512,N6324.4379,E01028.6592
0,11,5,7,94,10,5,1021,1024,N6324.4381,E01028.6595
1,11,1,1,112,12,4,13,16,N6324.4147,E01028.6484
1,11,1,2,112,12,4,29,32,N6324.4144,E01028.6483
1,11,1,3,112,12,4,61,64,N6324.4144,E01028.6483
1,11,1,4,112,12,4,125,128,N6324.4143,E01028.6485
1,11,1,5,103,11,7,256,256,N6324.4143,E01028.6486
1,11,1,6,112,12,5,512,512,N6324.4144,E01028.6482
1,11,1,7,112,12,4,1021,1024,N6324.4148,E01028.6476
1,11,2,1,112,12,4,16,16,N6324.4150,E01028.6472
1,11,2,2,112,12,4,32,32,N6324.4151,E01028.6469
1,11,2,3,112,12,5,61,64,N6324.4152,E01028.6466
1,11,2,4,112,12,7,128,128,N6324.4153,E01028.6463
1,11,2,5,103,11,6,256,256,N6324.4154,E01028.6462
1,11,2,6,103,11,6,511,512,N6324.4155,E01028.6466
1,11,2,7,103,11,5,1018,1024,N6324.4159,E01028.6475
1,11,3,1,103,11,4,16,16,N6324.4159,E01028.6475
1,11,3,2,94,10,5,32,32,N6324.4159,E01028.6478
1,11,3,3,94,10,7,61,64,N6324.4160,E01028.6483
1,11,3,4,94,10,6,128,128,N6324.4161,E01028.6484
1,11,3,5,94,10,6,256,256,N6324.4160,E01028.6487
1,11,3,6,84,9,7,509,512,N6324.4157,E01028.6472
1,11,3,7,94,10,6,1024,1024,N6324.4151,E01028.6467
1,11,4,1,94,10,7,16,16,N6324.4144,E01028.6469
1,11,4,2,103,11,4,32,32,N6324.4144,E01028.6469
1,11,4,3,0,0,0,0,64,N6324.4140,E01028.6467
2,11,1,1,159,17,2,16,16,N6324.3932,E01028.6361
2,11,1,2,141,15,4,32,32,N6324.3924,E01028.6360
2,11,1,3,0,0,0,0,64,N6324.3914,E01028.6362
3,11,1,1,141,15,4,16,16,N6324.3907,E01028.6353
3,11,1,2,131,14,4,29,32,N6324.3907,E01028.6353
3,11,1,3,131,14,4,61,64,N6324.3907,E01028.6353
3,11,1,4,141,15,5,125,128,N6324.3908,E01028.6351
3,11,1,5,141,15,5,250,256,N6324.3912,E01028.6349
3,11,1,6,141,15,6,509,512,N6324.3912,E01028.6338
3,11,1,7,141,15,6,1021,1024,N6324.3911,E01028.6331
3,11,2,1,0,0,0,0,16,N6324.3910,E01028.6331
4,10,1,1,159,17,3,16,16,N6324.3910,E01028.6333
4,10,1,2,122,13,6,32,32,N6324.3910,E01028.6333
4,10,1,3,122,13,5,61,64,N6324.3910,E01028.6333
4,10,1,4,141,15,4,122,128,N6324.3910,E01028.6333
4,10,1,5,150,16,4,251,256,N6324.3910,E01028.6334
4,10,1,6,141,15,7,509,512,N6324.3913,E01028.6335
4,10,1,7,141,15,6,1018,1024,N6324.3911,E01028.6335
4,10,2,1,122,13,8,13,16,N6324.3911,E01028.6337
4,10,2,2,131,14,6,29,32,N6324.3911,E01028.6337
4,10,2,3,141,15,5,64,64,N6324.3910,E01028.6338
4,10,2,4,131,14,6,128,128,N6324.3910,E01028.6338
4,10,2,5,131,14,7,256,256,N6324.3911,E01028.6339
4,10,2,6,141,15,5,512,512,N6324.3912,E01028.6339
4,10,2,7,141,15,6,1019,1024,N6324.3913,E01028.6335
4,10,3,1,141,15,4,13,16,N6324.3912,E01028.6335
4,10,3,2,103,11,3,29,32,N6324.3912,E01028.6335
4,10,3,3,131,14,6,61,64,N6324.3911,E01028.6335
4,10,3,4,122,13,5,128,128,N6324.3911,E01028.6334
4,10,3,5,131,14,5,252,256,N6324.3911,E01028.6333
5,10,1,1,178,19,3,16,16,N6324.3644,E01028.6215
5,10,1,2,178,19,5,32,32,N6324.3644,E01028.6216
5,10,1,3,178,19,5,64,64,N6324.3644,E01028.6218
5,10,1,4,169,18,6,128,128,N6324.3644,E01028.6220
5,10,1,5,169,18,5,253,256,N6324.3644,E01028.6221
5,10,1,6,169,18,6,512,512,N6324.3645,E01028.6223
5,10,1,7,187,20,11,992,1024,N6324.3638,E01028.6221
5,10,2,1,187,20,4,13,16,N6324.3638,E01028.6220
5,10,2,2,178,19,3,32,32,N6324.3638,E01028.6220
5,10,2,3,169,18,5,61,64,N6324.3638,E01028.6220
5,10,2,4,178,19,4,128,128,N6324.3639,E01028.6219
5,10,2,5,187,20,4,256,256,N6324.3639,E01028.6220
5,10,2,6,187,20,19,217,512,N6324.3641,E01028.6224
5,10,2,7,169,18,5,1021,1024,N6324.3644,E01028.6226
5,10,3,1,187,20,4,16,16,N6324.3645,E01028.6227
5,10,3,2,169,18,3,32,32,N6324.3645,E01028.6227
5,10,3,3,169,18,7,64,64,N6324.3645,E01028.6230
5,10,3,4,178,19,4,128,128,N6324.3644,E01028.6231
5,10,3,5,197,21,24,170,256,N6324.3643,E01028.6228
5,10,3,6,178,19,4,509,512,N6324.3640,E01028.6222
6,10,1,1,225,24,4,13,16,N6324.3399,E01028.6123
6,10,1,2,215,23,3,29,32,N6324.3384,E01028.6119
6,10,1,3,225,24,5,64,64,N6324.3379,E01028.6117
6,10,1,4,234,25,5,128,128,N6324.3377,E01028.6114
6,10,1,5,244,26,6,45,256,N6324.3376,E01028.6113
6,10,1,6,225,24,4,329,512,N6324.3377,E01028.6119
6,10,1,7,225,24,6,1020,1024,N6324.3378,E01028.6121
6,10,2,1,244,26,2,13,16,N6324.3378,E01028.6120
7,10,1,1,234,25,8,13,16,N6324.3376,E01028.6110
7,10,1,2,0,0,0,0,32,N6324.3376,E01028.6110
7,10,1,3,0,0,0,0,64,N6324.3379,E01028.6110
8,10,1,1,225,24,4,16,16,N6324.3376,E01028.6104
8,10,1,2,234,25,4,32,32,N6324.3376,E01028.6104
8,10,1,3,197,21,9,60,64,N6324.3376,E01028.6105
8,10,1,4,0,0,0,0,128,N6324.3377,E01028.6105
9,10,1,1,0,0,0,0,16,N6324.3378,E01028.6104
9,10,1,2,225,24,6,29,32,N6324.3377,E01028.6108
9,10,1,3,234,25,3,64,64,N6324.3377,E01028.6108
9,10,1,4,0,0,0,0,128,N6324.3376,E01028.6108
10,11,1,1,215,23,4,16,16,N6324.3380,E01028.6114
10,11,1,2,225,24,6,32,32,N6324.3378,E01028.6116
10,11,1,3,225,24,6,61,64,N6324.3378,E01028.6119
11,10,1,1,0,0,0,0,16,N6324.3380,E01028.6120
12,10,1,1,225,24,4,13,16,N6324.3381,E01028.6124
12,10,1,2,197,21,5,32,32,N6324.3381,E01028.6126
12,10,1,3,206,22,4,60,64,N6324.3381,E01028.6124
12,10,1,4,225,24,4,128,128,N6324.3384,E01028.6130
12,10,1,5,234,25,6,256,256,N6324.3386,E01028.6126
12,10,1,6,215,23,4,512,512,N6324.3386,E01028.6131
12,10,1,7,225,24,4,1023,1024,N6324.3384,E01028.6137
12,10,2,1,244,26,2,16,16,N6324.3383,E01028.6138
12,10,2,2,225,24,4,32,32,N6324.3383,E01028.6138
12,10,2,3,215,23,5,64,64,N6324.3382,E01028.6139
12,10,2,4,215,23,4,128,128,N6324.3381,E01028.6141
12,10,2,5,215,23,6,254,256,N6324.3381,E01028.6144
12,10,2,6,225,24,5,502,512,N6324.3383,E01028.6147
14,11,1,1,56,6,5,13,16,N6324.4327,E01028.6236
14,11,1,2,47,5,9,29,32,N6324.4339,E01028.6251
15,11,1,1,47,5,6,16,16,N6324.4412,E01028.6365
15,11,1,2,37,4,7,32,32,N6324.4417,E01028.6371
15,11,1,3,37,4,22,55,64,N6324.4422,E01028.6379
15,11,1,4,47,5,10,119,128,N6324.4427,E01028.6385
15,11,1,5,28,3,4,84,256,N6324.4435,E01028.6398
15,11,1,6,28,3,6,508,512,N6324.4449,E01028.6411
15,11,1,7,28,3,6,811,1024,N6324.4474,E01028.6432
15,11,2,1,19,2,7,16,16,N6324.4480,E01028.6438
15,11,2,2,0,0,0,0,32,N6324.4487,E01028.6444
16,11,1,1,9,1,12,16,16,N6324.4565,E01028.6597
16,11,1,2,0,0,7,32,32,N6324.4565,E01028.6597
16,11,1,3,19,2,3,64,64,N6324.4565,E01028.6597
16,11,1,4,9,1,4,128,128,N6324.4565,E01028.6597
16,11,1,5,9,1,5,256,256,N6324.4565,E01028.6597
16,11,1,6,0,0,5,508,512,N6324.4565,E01028.6597
16,11,1,7,9,1,5,1019,1024,N6324.4565,E01028.6597
16,11,2,1,9,1,5,13,16,N6324.4565,E01028.6597
16,11,2,2,9,1,2,32,32,N6324.4565,E01028.6597
16,11,2,3,9,1,4,61,64,N6324.4565,E01028.6597
16,11,2,4,9,1,3,125,128,N6324.4565,E01028.6596
16,11,2,5,0,0,6,256,256,N6324.4565,E01028.6596
16,11,2,6,9,1,6,502,512,N6324.4565,E01028.6596
16,11,2,7,9,1,5,1021,1024,N6324.4565,E01028.6596
16,11,3,1,19,2,2,13,16,N6324.4565,E01028.6596
16,11,3,2,9,1,5,29,32,N6324.4565,E01028.6596
16,11,3,3,9,1,5,64,64,N6324.4565,E01028.6596
16,11,3,4,9,1,8,128,128,N6324.4565,E01028.6596
16,11,3,5,9,1,5,253,256,N6324.4565,E01028.6596
16,11,3,6,9,1,5,512,512,N6324.4565,E01028.6596
16,11,3,7,9,1,5,1024,1024,N6324.4565,E01028.6596
16,11,4,1,9,1,5,13,16,N6324.4565,E01028.6596
16,11,4,2,9,1,3,32,32,N6324.4565,E01028.6596
16,11,4,3,9,1,6,61,64,N6324.4565,E01028.6596
16,11,4,4,9,1,6,125,128,N6324.4565,E01028.6596
16,11,4,5,9,1,5,256,256,N6324.4565,E01028.6596
16,11,4,6,9,1,4,512,512,N6324.4565,E01028.6596
16,11,4,7,9,1,5,1024,1024,N6324.4565,E01028.6596
16,11,5,1,9,1,6,16,16,N6324.4565,E01028.6596
16,11,5,2,9,1,4,32,32,N6324.4565,E01028.6596
16,11,5,3,9,1,6,64,64,N6324.4565,E01028.6596
16,11,5,4,0,0,5,125,128,N6324.4565,E01028.6596
16,11,5,5,9,1,4,256,256,N6324.4565,E01028.6596
16,11,5,6,9,1,5,512,512,N6324.4565,E01028.6596
16,11,5,7,9,1,5,1024,1024,N6324.4565,E01028.6596
0,10,1,1,0,0,4,16,16,N6324.4569,E01028.6599
0,10,1,2,0,0,5,32,32,N6324.4570,E01028.6599
0,10,1,3,0,0,4,64,64,N6324.4570,E01028.6599
0,10,1,4,0,0,4,125,128,N6324.4569,E01028.6599
0,10,1,5,0,0,4,256,256,N6324.4569,E01028.6599
0,10,1,6,0,0,4,512,512,N6324.4570,E01028.6599
0,10,1,7,0,0,4,1024,1024,N6324.4570,E01028.6599
0,10,2,1,9,1,3,13,16,N6324.4570,E01028.6599
0,10,2,2,0,0,4,32,32,N6324.4570,E01028.6599
0,10,2,3,0,0,4,61,64,N6324.4569,E01028.6599
0,10,2,4,0,0,4,125,128,N6324.4569,E01028.6598
0,10,2,5,0,0,4,253,256,N6324.4569,E01028.6599
0,10,2,6,0,0,4,509,512,N6324.4569,E01028.6598
0,10,2,7,0,0,4,1024,1024,N6324.4569,E01028.6599
0,10,3,1,0,0,4,16,16,N6324.4568,E01028.6599
0,10,3,2,0,0,5,29,32,N6324.4568,E01028.6599
0,10,3,3,9,1,3,64,64,N6324.4568,E01028.6599
0,10,3,4,0,0,4,125,128,N6324.4568,E01028.6599
0,10,3,5,0,0,4,256,256,N6324.4568,E01028.6599
0,10,3,6,0,0,4,512,512,N6324.4569,E01028.6599
0,10,3,7,0,0,4,1021,1024,N6324.4570,E01028.6597
0,10,4,1,0,0,4,13,16,N6324.4571,E01028.6597
0,10,4,2,0,0,4,29,32,N6324.4571,E01028.6597
0,10,4,3,0,0,4,64,64,N6324.4572,E01028.6596
0,10,4,4,0,0,4,125,128,N6324.4572,E01028.6596
0,10,4,5,0,0,4,256,256,N6324.4573,E01028.6598
0,10,4,6,0,0,4,512,512,N6324.4573,E01028.6598
0,10,4,7,0,0,4,1024,1024,N6324.4573,E01028.6599
0,10,5,1,0,0,4,16,16,N6324.4574,E01028.6600
0,10,5,2,0,-1,3,32,32,N6324.4574,E01028.6600
0,10,5,3,0,0,4,61,64,N6324.4574,E01028.6600
0,10,5,4,0,0,4,128,128,N6324.4574,E01028.6600
0,10,5,5,0,0,4,253,256,N6324.4574,E01028.6600
0,10,5,6,0,0,4,512,512,N6324.4575,E01028.6601
0,10,5,7,0,0,4,1024,1024,N6324.4575,E01028.6601
1,10,1,1,0,-1,3,13,16,N6324.4574,E01028.6604
1,10,1,2,0,0,4,32,32,N6324.4574,E01028.6604
1,10,1,3,0,0,4,61,64,N6324.4574,E01028.6604
1,10,1,4,0,0,4,128,128,N6324.4574,E01028.6604
1,10,1,5,0,0,4,256,256,N6324.4574,E01028.6604
1,10,1,6,0,0,4,512,512,N6324.4574,E01028.6605
1,10,1,7,0,0,4,1024,1024,N6324.4574,E01028.6606
1,10,2,1,0,0,4,16,16,N6324.4574,E01028.6606
1,10,2,2,0,0,4,32,32,N6324.4574,E01028.6606
1,10,2,3,0,0,4,61,64,N6324.4574,E01028.6605
1,10,2,4,0,0,4,128,128,N6324.4574,E01028.6605
1,10,2,5,0,0,4,253,256,N6324.4574,E01028.6605
1,10,2,6,0,0,4,512,512,N6324.4574,E01028.6605
1,10,2,7,0,0,4,1024,1024,N6324.4574,E01028.6605
1,10,3,1,0,0,4,16,16,N6324.4574,E01028.6605
1,10,3,2,0,0,13,28,32,N6324.4577,E01028.6613
1,10,3,3,9,1,4,64,64,N6324.4577,E01028.6622
1,10,3,4,0,0,6,128,128,N6324.4575,E01028.6627
1,10,3,5,0,0,4,253,256,N6324.4574,E01028.6632
1,10,3,6,0,0,4,512,512,N6324.4567,E01028.6635
1,10,3,7,9,1,5,1021,1024,N6324.4547,E01028.6639
1,10,4,1,19,2,2,16,16,N6324.4547,E01028.6639
1,10,4,2,19,2,8,32,32,N6324.4541,E01028.6641
1,10,4,3,19,2,6,61,64,N6324.4535,E01028.6642
1,10,4,4,19,2,6,125,128,N6324.4531,E01028.6644
1,10,4,5,9,1,7,256,256,N6324.4525,E01028.6646
1,10,4,6,19,2,5,509,512,N6324.4509,E01028.6644
1,10,4,7,19,2,7,1024,1024,N6324.4491,E01028.6640
1,10,5,1,9,1,7,13,16,N6324.4485,E01028.6637
1,10,5,2,28,3,4,32,32,N6324.4485,E01028.6637
1,10,5,3,28,3,4,61,64,N6324.4479,E01028.6635
1,10,5,4,19,2,6,128,128,N6324.4473,E01028.6631
1,10,5,5,28,3,5,256,256,N6324.4462,E01028.6622
1,10,5,6,28,3,7,512,512,N6324.4452,E01028.6617
1,10,5,7,37,4,11,1023,1024,N6324.4437,E01028.6602
2,10,1,1,28,3,9,16,16,N6324.4450,E01028.6592
2,10,1,2,19,2,9,32,32,N6324.4450,E01028.6592
2,10,1,3,28,3,4,61,64,N6324.4457,E01028.6593
2,10,1,4,19,2,6,128,128,N6324.4463,E01028.6595
2,10,1,5,19,2,6,256,256,N6324.4475,E01028.6598
2,10,1,6,19,2,6,509,512,N6324.4475,E01028.6596
2,10,1,7,19,2,5,1021,1024,N6324.4472,E01028.6592
2,10,2,1,9,1,2,13,16,N6324.4472,E01028.6593
2,10,2,2,9,1,7,29,32,N6324.4473,E01028.6594
2,10,2,3,19,2,11,63,64,N6324.4472,E01028.6595
2,10,2,4,9,1,6,125,128,N6324.4472,E01028.6595
2,10,2,5,9,1,4,253,256,N6324.4471,E01028.6594
2,10,2,6,9,1,5,512,512,N6324.4471,E01028.6593
2,10,2,7,9,1,5,1024,1024,N6324.4470,E01028.6594
2,10,3,1,0,0,6,16,16,N6324.4469,E01028.6597
2,10,3,2,9,1,2,32,32,N6324.4467,E01028.6603
2,10,3,3,19,2,4,64,64,N6324.4466,E01028.6606
2,10,3,4,0,0,4,128,128,N6324.4463,E01028.6605
2,10,3,5,0,0,5,256,256,N6324.4459,E01028.6603
2,10,3,6,9,1,4,512,512,N6324.4458,E01028.6603
2,10,3,7,0,0,5,1024,1024,N6324.4459,E01028.6603
2,10,4,1,9,1,1,16,16,N6324.4459,E01028.6603
2,10,4,2,0,0,4,29,32,N6324.4459,E01028.6603
2,10,4,3,0,0,5,64,64,N6324.4459,E01028.6603
2,10,4,4,0,0,4,128,128,N6324.4459,E01028.6603
2,10,4,5,9,1,4,256,256,N6324.4459,E01028.6603
2,10,4,6,0,0,5,512,512,N6324.4459,E01028.6601
2,10,4,7,9,1,4,1024,1024,N6324.4459,E01028.6601
2,10,5,1,0,0,4,16,16,N6324.4459,E01028.6601
2,10,5,2,19,2,4,32,32,N6324.4459,E01028.6602
2,10,5,3,0,0,6,64,64,N6324.4459,E01028.6602
2,10,5,4,0,0,5,125,128,N6324.4458,E01028.6603
2,10,5,5,0,0,5,256,256,N6324.4456,E01028.6597
2,10,5,6,0,0,5,512,512,N6324.4452,E01028.6588
2,10,5,7,0,0,5,1021,1024,N6324.4451,E01028.6572
0,10,1,1,0,0,4,13,16,N6324.4435,E01028.6540
0,10,1,2,9,1,3,32,32,N6324.4435,E01028.6540
0,10,1,3,0,0,4,61,64,N6324.4435,E01028.6540
0,10,1,4,0,0,4,128,128,N6324.4435,E01028.6540
0,10,1,5,0,0,4,253,256,N6324.4435,E01028.6540
0,10,1,6,0,0,4,512,512,N6324.4435,E01028.6540
0,10,1,7,0,0,5,1021,1024,N6324.4435,E01028.6540
0,10,2,1,0,0,4,16,16,N6324.4435,E01028.6540
0,10,2,2,19,2,6,32,32,N6324.4435,E01028.6540
0,10,2,3,0,0,4,61,64,N6324.4435,E01028.6540
0,10,2,4,0,0,4,128,128,N6324.4435,E01028.6540
0,10,2,5,0,0,4,256,256,N6324.4435,E01028.6540
0,10,2,6,0,0,4,512,512,N6324.4435,E01028.6540
0,10,2,7,0,0,4,1021,1024,N6324.4435,E01028.6540
0,10,3,1,0,0,4,16,16,N6324.4435,E01028.6540
0,10,3,2,0,0,4,29,32,N6324.4435,E01028.6540
0,10,3,3,0,0,4,64,64,N6324.4435,E01028.6540
0,10,3,4,0,0,4,125,128,N6324.4435,E01028.6540
0,10,3,5,0,0,4,253,256,N6324.4435,E01028.6540
0,10,3,6,0,0,4,509,512,N6324.4435,E01028.6540
0,10,3,7,0,0,4,1024,1024,N6324.4435,E01028.6540
0,10,4,1,9,1,2,16,16,N6324.4435,E01028.6540
0,10,4,2,0,0,4,32,32,N6324.4435,E01028.6540
0,10,4,3,0,0,4,64,64,N6324.4435,E01028.6540
0,10,4,4,0,0,4,128,128,N6324.4435,E01028.6540
0,10,4,5,0,0,4,256,256,N6324.4435,E01028.6540
0,10,4,6,0,0,4,509,512,N6324.4435,E01028.6540
0,10,4,7,0,0,4,1024,1024,N6324.4435,E01028.6540
0,10,5,1,9,1,1,16,16,N6324.4435,E01028.6540
0,10,5,2,0,0,5,29,32,N6324.4435,E01028.6540
0,10,5,3,0,0,4,64,64,N6324.4435,E01028.6540
0,10,5,4,0,0,4,128,128,N6324.4435,E01028.6540
0,10,5,5,0,0,4,256,256,N6324.4435,E01028.6540
0,10,5,6,0,0,4,509,512,N6324.4435,E01028.6540
0,10,5,7,0,0,4,1021,1024,N6324.4434,E01028.6541
0,12,1,1,94,10,8,16,16,N6324.4436,E01028.6491
0,12,1,2,103,11,5,29,32,N6324.4442,E01028.6500
0,12,1,3,94,10,5,64,64,N6324.4446,E01028.6507
0,12,1,4,94,10,6,125,128,N6324.4448,E01028.6513
0,12,1,5,94,10,6,256,256,N6324.4450,E01028.6518
0,12,1,6,94,10,6,512,512,N6324.4452,E01028.6527
0,12,1,7,94,10,6,1024,1024,N6324.4457,E01028.6531
0,12,2,1,103,11,7,13,16,N6324.4458,E01028.6528
0,12,2,2,112,12,6,32,32,N6324.4458,E01028.6528
0,12,2,3,94,10,6,60,64,N6324.4457,E01028.6526
0,12,2,4,94,10,6,128,128,N6324.4459,E01028.6524
0,12,2,5,94,10,5,253,256,N6324.4460,E01028.6523
0,12,2,6,94,10,6,512,512,N6324.4460,E01028.6525
0,12,2,7,103,11,4,1024,1024,N6324.4460,E01028.6526
0,12,3,1,112,12,4,16,16,N6324.4459,E01028.6525
0,12,3,2,94,10,6,32,32,N6324.4459,E01028.6525
0,12,3,3,103,11,6,64,64,N6324.4459,E01028.6524
0,12,3,4,103,11,4,128,128,N6324.4458,E01028.6524
0,12,3,5,103,11,5,256,256,N6324.4458,E01028.6523
0,12,3,6,94,10,6,512,512,N6324.4458,E01028.6524
0,12,3,7,94,10,6,1024,1024,N6324.4459,E01028.6529
0,12,4,1,84,9,6,16,16,N6324.4459,E01028.6529
0,12,4,2,103,11,6,32,32,N6324.4459,E01028.6530
0,12,4,3,103,11,5,61,64,N6324.4459,E01028.6531
0,12,4,4,94,10,7,128,128,N6324.4459,E01028.6531
0,12,4,5,103,11,5,253,256,N6324.4459,E01028.6530
0,12,4,6,103,11,5,512,512,N6324.4458,E01028.6528
0,12,4,7,103,11,4,1024,1024,N6324.4458,E01028.6526
0,12,5,1,103,11,7,13,16,N6324.4458,E01028.6524
0,12,5,2,94,10,8,32,32,N6324.4458,E01028.6524
0,12,5,3,94,10,7,61,64,N6324.4458,E01028.6524
0,12,5,4,94,10,6,125,128,N6324.4459,E01028.6524
0,12,5,5,94,10,6,253,256,N6324.4458,E01028.6525
0,12,5,6,94,10,6,511,512,N6324.4458,E01028.6530
0,12,5,7,94,10,6,1024,1024,N6324.4458,E01028.6533
1,12,1,1,112,12,4,16,16,N6324.4246,E01028.6470
2,12,1,1,94,10,8,16,16,N6324.4203,E01028.6445
2,12,1,2,112,12,4,29,32,N6324.4203,E01028.6448
2,12,1,3,112,12,4,61,64,N6324.4203,E01028.6451
2,12,1,4,103,11,5,128,128,N6324.4203,E01028.6452
2,12,1,5,103,11,5,253,256,N6324.4203,E01028.6457
2,12,1,6,103,11,5,509,512,N6324.4203,E01028.6461
2,12,1,7,103,11,6,1016,1024,N6324.4201,E01028.6463
2,12,2,1,84,9,7,13,16,N6324.4201,E01028.6458
2,12,2,2,112,12,5,29,32,N6324.4201,E01028.6458
2,12,2,3,112,12,5,64,64,N6324.4201,E01028.6456
2,12,2,4,103,11,5,124,128,N6324.4201,E01028.6452
2,12,2,5,103,11,7,250,256,N6324.4200,E01028.6448
2,12,2,6,112,12,5,498,512,N6324.4200,E01028.6448
2,12,2,7,103,11,6,610,1024,N6324.4201,E01028.6453
2,12,3,1,94,10,5,13,16,N6324.4201,E01028.6454
2,12,3,2,103,11,4,32,32,N6324.4201,E01028.6455
2,12,3,3,103,11,4,64,64,N6324.4201,E01028.6457
2,12,3,4,122,13,5,118,128,N6324.4200,E01028.6458
2,12,3,5,112,12,6,254,256,N6324.4199,E01028.6459
2,12,3,6,103,11,6,500,512,N6324.4199,E01028.6458
2,12,3,7,112,12,6,1013,1024,N6324.4200,E01028.6457
3,12,1,1,159,17,3,16,16,N6324.3976,E01028.6366
3,12,1,2,0,0,0,0,32,N6324.3954,E01028.6347
3,12,1,3,0,0,0,0,64,N6324.3919,E01028.6307
3,12,1,4,159,17,5,128,128,N6324.3916,E01028.6308
3,12,1,5,141,15,5,240,256,N6324.3916,E01028.6309
4,12,1,1,141,15,4,16,16,N6324.3915,E01028.6308
4,12,1,2,141,15,6,32,32,N6324.3915,E01028.6308
4,12,1,3,150,16,4,63,64,N6324.3915,E01028.6308
4,12,1,4,0,0,0,0,128,N6324.3915,E01028.6308
